Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,med_aff,med_treat,label
142,e cigarettes provide nicotine to the blood quicker than nicotine inhalers,0.18144757,0.18807583,0.18144757,3.324141795,2.980626701,3.117924108,Negative,0,0,neutral
143,electronic cigarettes ( known also as e cigarettes ) have also contributed,0.18144755,0.18807209,0.18144755,3.554440631,3.369144595,3.584388986,Negative,0,0,neutral
144,"dr joel nitz kin , chair of the tobacco control task force for the american association of public health physicians , believes the hazards posed by e cigarettes would be much lower than one percent of that posed by smoking tobacco cigarettes",0.18145248,0.18807113,0.18145248,2.919880319,3.235093582,2.743070043,Negative,0,0,support
145,"in both 2010 and 2011 , e cigarette use was significantly higher among current smokers compared to both former and never smokers",0.18144277,0.18807077,0.18144277,4.441013031,4.061271731,4.299821419,Negative,0,0,neutral
146,"the most frequently reported less harmful effects of v aping compared to smoking were reduced shortness of breath , reduced cough , reduced spitting , and reduced sore throat",0.18145198,0.18809229,0.18145198,5.031987054,4.6333286,4.881219002,Negative,0,0,support
147,it has been recommended that manufacturing quality standards be imposed in order to prevent such accidents,0.18144822,0.18807639,0.18144822,4.379223778,3.618233693,3.69712158,Negative,0,0,neutral
148,a causal relationship between e cigarettes and the reported adverse effects was not established with the exception of two severe outcomes in the united states a death when an infant choked on the cartridges and burns when one blew up,0.18145737,0.18808922,0.18145737,3.651983116,3.534576636,3.866605469,Negative,0,0,oppose
149,"a norwegian cohort of 51 , 210 people followed from the 1970s until 2003 found no evidence that smokers who cut down their daily cigarette consumption by 50 reduce their risk of premature death significantly",0.1814449,0.18806449,0.1814449,3.650075847,3.1741025,3.093718277,Negative,0,0,neutral
150,e cigarettes are potentially harmful,0.18144603,0.18806939,0.18144603,2.954845795,2.961849912,3.022053269,Positive,0,0,oppose
151,there is a lack of definitive evidence regarding safety of e cigarettes,0.18144828,0.18807715,0.18144828,2.674092031,2.543027906,2.802624068,Negative,0,0,oppose
152,data suggest that long term consumption of nicotine by e cigarette smoking is likely to increase the risk of developing atherosclerosis by stimulating invasion of vascular smooth muscle cells,0.18145406,0.18809186,0.18145406,4.102869531,3.832510296,4.035538526,Negative,0,0,oppose
153,"whether you see that development as an opportunity or a threat depends on whether you view the matter rationally or through a fog of prejudice that makes anything resembling a cigarette look sinister , regardless of the risks it actually poses",0.18144602,0.18807526,0.18144602,3.099747772,2.728740225,2.553258168,Positive,0,0,neutral
154,e cigarette are assumed to be dangerous to the fetus during pregnancy if e cigarettes are used by the mother,0.18144816,0.18807304,0.18144816,2.149207798,2.29256288,2.465061059,Negative,0,0,oppose
155,"a lot of the cartridges and the bottles of liquid are not child resistant , and children may be attracted to the flavored liquids",0.18144697,0.1880674,0.18144697,3.721857966,3.174638809,3.10408866,Negative,0,0,neutral
156,"but nearly 70 percent of smokers report they want to quit , and a little more than 42 percent say they 've tried to quit during the past year",0.1814467,0.1880774,0.1814467,4.228667069,3.748452716,3.889629475,Negative,0,0,neutral
157,"less serious adverse effects from e cigarette use include throat and mouth inflammation , vomiting , nausea , and cough",0.18144344,0.18807022,0.18144344,4.77058789,4.412897358,4.720479377,Negative,0,0,support
158,"however , research by roswell park cancer institute in buffalo , ny , suggests the way particles are broken down in e cigarettes may irritate lung tissue and cause disease",0.18145002,0.1880813,0.18145002,3.210966496,3.074181433,3.455857399,Neutral,0,0,oppose
159,some e cigarettes found to contain up to 15 times the formaldehyde as combustible cigarettes,0.18144602,0.18807073,0.18144602,3.255111837,3.122912627,3.326750852,Negative,0,0,oppose
160,the united states fire administration said that 25 fires and explosions were caused by e cigarettes between 2009 and 2015,0.18144375,0.18806915,0.18144375,3.765580306,3.307154984,3.821233868,Negative,0,0,oppose
161,"in 2015 , public health england estimated v aping to be about 95 safer than smoking",0.1814484,0.18807492,0.1814484,3.034962561,3.391910054,2.926430059,Negative,0,0,support
162,researchers have observed that e cigarettes increase the susceptibility to respiratory infections in the mouse models,0.1814487,0.18808198,0.1814487,3.92600594,3.770239476,3.963997642,Negative,0,0,oppose
163,safety and risks associated with the e cigarettes were always a topic of discussion since it was first launched in the chinese markets in 2004,0.18144634,0.18807615,0.18144634,3.86274402,3.521974508,3.493076318,Neutral,0,0,neutral
164,are j reynolds vapor co is sponsoring a study to determine what potential risks there are in the vapor smoke emitted from an e cigarette compared with a combustible cigarette,0.1814465,0.18807282,0.1814465,2.605179511,2.400573253,2.212401211,Negative,0,0,neutral
165,"david peyton , a chemistry professor at portland state university who helped conduct the research , says that the type of formaldehyde generated by e cigarettes could increase the likelihood it would get deposited in the lung , leading to lung cancer",0.18144229,0.1880651,0.18144229,3.284368238,3.156951959,3.434646113,Negative,0,0,oppose
166,"generally , some users are concerned about the possible adverse health effects or toxicity of e cigarettes",0.18144873,0.18807065,0.18144873,3.217807866,2.992613997,3.261132445,Neutral,0,0,neutral
167,"the researchers said that although e cigarette use is increasing , to date , there is no evidence of regular use by never smokers or by non smoking children",0.18144381,0.1880745,0.18144381,4.067929643,3.722404572,3.941070935,Negative,0,0,neutral
168,use of e cigarettes among teens tripled from 2013 to 2014,0.18144874,0.18807462,0.18144874,3.82589193,3.634401179,3.799589405,Negative,0,0,neutral
169,the belief that e cigarettes are safer than traditional cigarettes could increase their use for pregnant women,0.18144888,0.18807133,0.18144888,3.43371765,3.290768653,3.514376888,Negative,0,0,oppose
170,"that approach was blessed by the courts , which noted that the nicotine in e cigarettes is derived from tobacco",0.1814479,0.18807322,0.1814479,2.938999384,2.609766479,2.41085506,Negative,0,0,neutral
171,e cigarettes do not contain many of the chemicals in regular cigarettes associated with lung cancer and emphysema,0.18144554,0.18806452,0.18144554,3.603196518,3.403932445,3.65291383,Negative,0,0,support
172,the you is food and drug administration last spring announced that it was going to begin regulating e cigarettes,0.18144882,0.1880711,0.18144882,2.712527665,2.110259876,2.327864376,Negative,0,0,neutral
173,va per s who keep on smoking which is most of them are fooling themselves if they think they are seriously reducing risk,0.18144625,0.18807323,0.18144625,3.259937952,3.435315832,3.500692713,Negative,0,0,oppose
174,there are concerns about the health impacts of pediatric exposure to second hand and third hand e cigarette vapor,0.18144882,0.18807453,0.18144882,2.276985364,2.179530187,2.442009757,Negative,0,0,oppose
175,"as a result , the fda plans to propose draft regulations for e cigarettes this fall and put them out for public comment",0.1814452,0.1880695,0.1814452,3.356672729,2.884156318,2.842967807,Negative,0,0,neutral
176,"and , according to the you is centers for disease control and prevention , more than one quarter million teenagers who reported never having smoked a cigarette reported using e cigarettes in 2013",0.18144806,0.18806787,0.18144806,2.989435803,2.793885801,2.889664252,Negative,0,0,neutral
177,the long term health impacts of the main chemicals nicotine and propylene glycol in the aerosol are not fully understood,0.18144777,0.18807763,0.18144777,4.682197722,4.319903878,4.486469527,Negative,0,0,neutral
178,in flight use of e cigarettes is also prohibited in the you is,0.18144582,0.18807073,0.18144582,3.18626058,2.968887513,2.973873097,Negative,0,0,neutral
179,"in the united states the number of calls to poison control centers related to electronic cigarettes have increased between 2010 and 2014 , such that they now represent 42 of reported cases due to either cigarettes and e cigarettes up from 0 3",0.18144014,0.18806314,0.18144014,3.082973786,3.048984416,3.316261807,Negative,0,0,oppose
180,scientific evidence that e cigarettes can help people quit smoking has only recently started to appear,0.18144853,0.18807454,0.18144853,3.81104347,3.559355735,3.501372682,Negative,0,0,neutral
181,smoking e cigarettes have been found to cause popcorn lung,0.18144608,0.1880738,0.18144608,3.067947195,2.929146484,3.123141118,Negative,0,0,oppose
182,fans claim they are far less toxic than regular cigarettes and might even help tobacco smokers quit,0.18144108,0.18806438,0.18144108,3.706955299,3.777874902,3.547726793,Neutral,0,0,support
183,"the us food and drug administration center for tobacco products reported between 2008 and the beginning of 2012 , 47 cases of adverse effects associated with e cigarettes , of which eight were considered serious",0.18144731,0.18807049,0.18144731,3.533691703,3.073642895,3.525671403,Negative,0,0,oppose
184,e cigarette vapor might contain traces of cancer causing chemicals like formaldehyde or toxic metals like nickel,0.18144812,0.18807307,0.18144812,4.328084624,4.009873647,4.35397894,Negative,0,0,oppose
185,"for instance , maria a zz are lli , coordinator of the southern nevada health district is tobacco control program , recently told the las vegas sun that no one can say right now whether e cigarettes are a healthier alternative to cigarettes",0.18146071,0.18809403,0.18146071,2.124645047,2.364862861,2.506610616,Negative,0,0,oppose
186,"a longitudinal , international study found that , although 85 percent of smokers who used e cigarettes reported using them to quit , e cigarette users did not quit more frequently than nonusers , researchers said",0.18144344,0.18806484,0.18144344,3.451538532,3.107027792,3.261032621,Negative,0,0,neutral
187,"the chemical mixture vaporized is typically composed of nicotine , propylene glycol , and other chemicals",0.18144706,0.18807559,0.18144706,3.528400206,3.101987537,3.130645667,Negative,0,0,neutral
188,"although e cigarettes appear to have far fewer of the toxins found in smoke compared with traditional cigarettes , the impact of e cigarettes on long term health must be studied",0.18144754,0.18807003,0.18144754,3.424632913,3.471913276,3.374467016,Negative,0,0,support
189,"the study heaps praise on e cigarettes with the chief executive of the r sph , shirley cramer commenting getting people on to nicotine rather than using tobacco would make a big difference to the public is health",0.18144529,0.18807524,0.18144529,3.210932159,3.439277623,3.011601857,Negative,0,0,support
190,"instead of smoke , e cigarettes produce aerosols , tiny liquid particles suspended in a puff of air",0.18144915,0.18807694,0.18144915,3.974955724,3.641684392,3.945859723,Negative,0,0,neutral
191,"there is limited peer reviewed data about the toxicity of e cigarettes for a complete toxicological evaluation , or one of their cytotoxicity",0.181449,0.18807438,0.181449,2.972080423,3.033641748,2.911565839,Negative,0,0,neutral
192,"there 's a perception that e cigarettes are healthier than regular cigarettes , or at least not as harmful as regular cigarettes , said john p richie jr , professor of public health sciences and pharmacology",0.18144877,0.1880793,0.18144877,3.321402951,3.591451261,3.221574565,Negative,0,0,support
193,three quarters of e cigarettes tested by harvard scientists contained the chemical diacetyl which is known to cause lung damage,0.18144578,0.18806899,0.18144578,2.830121487,2.807430981,3.186431346,Negative,0,0,oppose
194,one review noted that reports of adverse effects of e cigarettes decreased over time,0.18144919,0.18807362,0.18144919,3.078878415,3.165179974,3.263033724,Neutral,0,0,support
195,"the chemicals used in e cigarettes are similar in toxicity to other nicotine replacement products , but there is not enough data to draw conclusions",0.18144646,0.18807346,0.18144646,4.482856456,4.097119012,4.39711006,Negative,0,0,oppose
196,e cigarettes are useful adjuncts to smoking cessation,0.18144634,0.18807206,0.18144634,2.437292886,2.352952322,2.165108937,Negative,0,0,neutral
197,"some case reports found harms to health brought about by e cigarettes in many countries , such as the us and in europe with the most common effect being dryness of the mouth and throat",0.18144721,0.1880858,0.18144721,3.177993038,3.144921657,3.368147842,Negative,0,0,oppose
198,"with e cigarettes booming in popularity and being marketed as a healthier alternative to traditional smoking , scientists have been investigating the chemicals used in v aping in an attempt to identify any associated health risks",0.1814438,0.18806228,0.1814438,3.45620646,3.543545423,3.411665812,Negative,0,0,support
199,"the explosions were the result of extended charging , use of unsuitable chargers , or design flaws",0.18144515,0.18807007,0.18144515,5.762648675,5.170501844,5.625410361,Negative,0,0,neutral
200,"in 2015 , public health england stated that e cigarettes are estimated to be 95 less harmful than smoking",0.18144923,0.18807316,0.18144923,2.468921155,2.853516265,2.462244791,Negative,0,0,support
201,"they reply generally considered safer than regular cigarettes , because they are smoke free and tobacco free however , they are not nicotine free",0.18144462,0.18807083,0.18144462,3.962050977,3.792154769,3.830404693,Negative,0,0,support
202,"the researchers determined that e cigarette vapor contains free radicals , known toxins found in cigarette smoke and air pollution",0.1814433,0.18806012,0.1814433,3.706442488,3.48312195,3.690292823,Negative,0,0,oppose
203,"cigarette smoke contains thousands of chemicals , but nicotine is the major chemical that causes cigarette addiction , hello said in a statement to healthline",0.18144403,0.18806764,0.18144403,3.936219404,3.639497665,3.827876892,Negative,0,0,neutral
204,"regular cigarettes contain nearly 600 additives , 69 of which are carcinogenic",0.18144521,0.18806782,0.18144521,4.324091332,4.025457427,4.331931579,Negative,0,0,neutral
205,survey data indicate that e cigarette use is overwhelmingly concentrated about current and former smokers,0.18144548,0.18806571,0.18144548,3.250378936,2.935106661,2.936575734,Negative,0,0,neutral
206,"research findings on e cigarettes warrant further study in susceptible individuals , such as copd patients who have switched from cigarettes to e cigarettes , or to new users of e cigarettes who may have never used cigarettes",0.18144348,0.18805583,0.18144348,2.938268066,2.775855024,2.776100442,Negative,0,0,neutral
207,"another thing working in the favor of e cigarettes in the risk continuum is that they do n't combust the way cigarettes do , limiting some of the chemicals released in cigarette smoke",0.18144466,0.18807952,0.18144466,2.532842616,2.815671259,2.34960744,Negative,0,0,support
208,"after all , e cigarettes denial of normal t contain the tar and combustion products that cigarette smoke does , although most of them do contain the nicotine",0.18144917,0.1880777,0.18144917,3.246881379,3.042786587,3.118410255,Negative,0,0,neutral
209,in july 2014 the world health organization ( who ) report cautioned about potential risks of using e cigarettes,0.18144456,0.18806635,0.18144456,2.476839944,2.582083641,2.636583109,Negative,0,0,oppose
210,fda has not approved or recommended any e cigarette for a smoking cessation option,0.18144786,0.18807516,0.18144786,4.25430725,3.992968937,4.138242614,Negative,0,0,neutral
211,the american diabetes association states there is no evidence that e cigarettes are a healthier alternative to smoking,0.18144932,0.18807279,0.18144932,3.460073308,3.340911946,3.511400702,Negative,0,0,oppose
212,regulated us food and drug administration ( fda ) products such as nicotine inhalers are probably safer than e cigarettes,0.18144387,0.18806438,0.18144387,2.937113588,2.385080901,2.893018,Negative,0,0,oppose
213,a more recent analysis finds some toxic chemicals in e cigarette vapor but at much lower levels than in tobacco smoke,0.18144667,0.18806717,0.18144667,3.856269298,3.681629224,3.82395495,Negative,0,0,support
214,some people use them as a way to carry on smoking while avoiding cigarette smoke,0.18144679,0.1880778,0.18144679,2.659629705,2.612462362,2.223835028,Negative,0,0,neutral
215,"popcorn lung a deadly lung disease is caused by diacetyl , a chemical used in flavoring on some of the juices used in e cigarettes",0.18144414,0.18807174,0.18144414,3.4739069,3.197849569,3.705061767,Negative,0,0,oppose
216,"there is still a lot we denial of normal t know about these products , including whether they will decrease or increase use of traditional cigarettes",0.1814449,0.1880702,0.1814449,3.806044673,3.599579432,3.441476792,Positive,0,0,neutral
217,in 2015 public health england concluded that the risks of fire from e cigarettes appear to be comparable to similar electrical goods,0.18144916,0.18807068,0.18144916,3.662385058,3.738656167,3.602904423,Negative,0,0,neutral
218,"free radicals are highly reactive agents that can damage dna or other molecules within cells , resulting in cell death",0.18144846,0.1880776,0.18144846,4.321287943,3.734445719,3.994330339,Negative,0,0,neutral
219,"important caveat e cig s have really only been in use for the past few years , so nothing is known about the long term effects",0.18144734,0.18807635,0.18144734,2.734713314,2.624392215,2.826455076,Negative,0,0,oppose
220,"accepting such low quality evidence for the efficacy of e cigarettes in the same thing as accepting surveys data as evidence for the efficacy of supplements , and it distresses me how many are either unable or unwilling to understand that",0.18144314,0.1880542,0.18144314,3.475830303,2.897158966,2.831484727,Negative,0,0,neutral
221,"a third study , in the may edition of journal of american medicine association is internal medicine publication , said there is no conclusive evidence that e cigarettes can play a role in smoking cessation , particularly in comparison with a nicotine patch",0.18144378,0.18806162,0.18144378,3.663681228,3.24437179,3.298810653,Negative,0,0,neutral
222,the study expressed concern that the growth of this false perception risks discouraging many smokers from using electronic cigarettes to quit and keep them smoking instead which would be bad for their health and the health of those around them,0.18144491,0.1880599,0.18144491,3.056460034,3.291649364,2.944403983,Negative,0,0,support
223,nicotine toxicity is a concern when e cigarette solutions are swallowed intentionally by adults as a suicidal overdose,0.18144779,0.18806997,0.18144779,3.361627042,3.195089919,3.439034707,Negative,0,0,oppose
224,there are questions about how safe it is to inhale some substances in the e cigarette vapor into the lungs,0.18144554,0.1880734,0.18144554,3.105177989,2.98369908,3.260416717,Negative,0,0,oppose
225,"the amount of vapor produced is controlled by the power of the battery , which has led some users to adjust their e cigarettes to increase battery power to obtain a stronger nicotine hit , but there is a small risk of battery explosion",0.18145125,0.18806799,0.18145125,3.675805228,3.393245325,3.700140794,Negative,0,0,oppose
226,"aldehydes may cause harmful health effects though , in the majority of cases , the amounts inhaled are less than those in traditional cigarettes",0.18144572,0.1880701,0.18144572,3.745570835,3.579029832,3.699855207,Negative,0,0,support
227,"our findings suggest that e cigarettes are not neutral in terms of the effects on the lungs , said senior author shyam biswal , a professor in the department of environmental health sciences at the bloomberg school",0.18144451,0.18806547,0.18144451,3.410803055,3.346337839,3.613419285,Negative,0,0,oppose
228,"most e cigarettes use lithium batteries , the improper use of which may result in accidents",0.18144844,0.18807109,0.18144844,2.919952428,2.806081399,3.027243929,Negative,0,0,oppose
229,"unfortunately , the evidence on whether e cigarettes help smokers to quit is contradictory and inconclusive , katz wrote",0.18144432,0.18806843,0.18144432,4.119861848,3.734890926,3.769666329,Negative,0,0,neutral
230,"a 2014 review noted a study had found metal particles in the fluid and aerosol , at levels were 10 50 times less than that allowed in medicines that are inhaled",0.18145056,0.18808198,0.18145056,3.703785623,3.547264147,3.842719871,Positive,0,0,oppose
231,others fear the e devices will addict nonsmokers to nicotine and eventually lead to more people smoking,0.18144903,0.18807173,0.18144903,3.102098885,3.001195826,3.228516272,Negative,0,0,oppose
232,an excessive amount of nicotine for a child that is capable of being fatal is 0 1 0 too mg kg of body weight,0.1814501,0.1880677,0.1814501,3.690071971,3.11148472,2.928993203,Negative,0,1,neutral
233,"in fact , this past week the world health organization called for a ban on indoor use of e cigarettes in workplaces , restaurants and other public spaces",0.18144011,0.1880622,0.18144011,3.856819441,3.685653773,3.996592687,Negative,0,0,oppose
234,"dr gilbert ross , medical and executive director of the american council on science and health , said allowing e cigarettes to compete with cigarettes in the marketplace might decrease smoking related morbidity and mortality",0.18144768,0.18806325,0.18144768,3.291064149,3.039793567,2.683104585,Negative,0,0,neutral
235,"in 2009 there was a 10 percent decrease in cigarette sales in the you is , and while that directly followed an increase in the federal cigarette tax , it 's not only price that 's changing the habits of american smokers",0.18145075,0.18808524,0.18145075,3.497408048,2.954267941,2.861993015,Negative,0,0,neutral
236,"reported adverse effects from e cigarette use include upper respiratory tract irritation , dry cough , dryness of the mucus membrane , headache , dizziness , nervousness , insomnia , sleeplessness , nausea , vomiting , dry mouth , tongue sores , black tongue , gum bleeding , gingivitis , gastric burning , constipation , palpitation , chest pain , eye irritation , eye redness , eye dryness , shortness of breath , and shivering",0.18157668,0.18821874,0.18157668,4.021963467,3.890768602,4.256150002,Negative,0,0,oppose
237,experts are concerned that marketing of e cigarettes can increase nicotine addiction among young people encouraging them to try other tobacco products,0.18144864,0.18807998,0.18144864,4.129631008,3.821040747,4.007567267,Positive,0,0,oppose
238,e cigarettes contain some contamination with small amounts of metals in the emissions but it is not likely that these amounts would cause a serious risk to the health of the user,0.18144667,0.18807405,0.18144667,3.606250589,3.547705395,3.647013321,Negative,0,0,support
239,e cigarettes are also widely promoted to help people quit smoking,0.1814506,0.18807705,0.1814506,3.485542549,3.232865765,3.243930059,Negative,0,0,neutral
240,"this simultaneous increase in e cigarette use and cessation may be coincidental , and it is therefore vitally important for longitudinal studies to be conducted to assess the impact of e cigarette usage on quitting behavior",0.18144497,0.1880549,0.18144497,2.797541283,2.5503102,2.358666374,Negative,0,0,neutral
241,some studies suggest nicotine in e cigarettes might be linked to anxiety and blood vessel problems,0.18144964,0.1880792,0.18144964,4.070730254,3.796591716,4.104110396,Negative,0,0,oppose
242,"moreover , a who report in 2009 cautioned that the safety of e cigarettes is not confirmed",0.18144843,0.18807723,0.18144843,2.606127787,2.780108014,3.009818139,Negative,0,0,oppose
243,"despite their growing popularity , very little is known about toxic substances produced by e cigarettes and their health effects",0.18144466,0.18806788,0.18144466,3.646309891,3.426435011,3.624022072,Negative,0,0,oppose
244,"moreover , we denial of normal t know yet whether long term use of nicotine delivered in this manner is safe",0.18144555,0.18807058,0.18144555,4.119792833,3.704057884,4.10318254,Neutral,0,0,oppose
245,"however , e cigarettes cannot be regarded as simply harmless",0.18144628,0.1880736,0.18144628,4.866922189,4.547937704,4.805909919,Neutral,0,0,oppose
246,"there is liquid vapor , which appears in the same manner as smoke and you also get a similar feeling at the back of your throat , just like a traditional cigarette",0.18144636,0.18806598,0.18144636,4.513250661,4.156553151,4.308736156,Negative,0,0,neutral
247,"global sales of smokeless tobacco products , including smokeless inhalers , has grown to nearly 3 billion and continues to grow",0.1814462,0.18807599,0.1814462,4.304931204,3.610844024,3.771790553,Negative,0,0,neutral
248,"due to nicotine content inconstancy , it is recommended that e cigarette companies develop quality standards with respect to nicotine content",0.1814475,0.1880767,0.1814475,4.111515521,3.51174207,3.660508074,Positive,0,0,neutral
249,"smaller particles in e cigarettes can travel deeper within the lungs causing greater damage , than normal cigarettes",0.1814452,0.1880702,0.1814452,2.097889258,2.164456277,2.45627473,Negative,0,0,oppose
250,"there is a possibility that inhalation , ingestion , or skin contact can expose people to high levels of nicotine , and with contaminants in the e liquid , which may be especially risky to children , pregnant women , and nursing mothers",0.1814523,0.1880689,0.1814523,4.208213388,3.943484359,4.333446898,Negative,0,0,oppose
251,"a chemical analysis of vapor from electronic cigarettes shows high levels of formaldehyde , a known carcinogen",0.18144885,0.18808188,0.18144885,3.580202488,3.223935237,3.701724532,Positive,0,0,oppose
252,"e cig s are a viable harm reduction device in my opinion , one that more smokers need to know about",0.18144597,0.1880655,0.18144597,3.272650478,3.390567308,3.233202824,Negative,0,0,support
253,"another review found that e cigarette aerosol contains far fewer carcinogens than tobacco smoke , and concluded that e cigarettes impart a lower potential disease burden than traditional cigarettes",0.18144259,0.18806624,0.18144259,2.847068064,3.193311095,2.847107944,Negative,0,0,support
254,"in fact , the a a php states substances in the cigarette smoke , other than the nicotine , inhaled deep into the lung , cause most of the tobacco attributable illness and death in the united states",0.18144974,0.18807895,0.18144974,3.704999145,3.546770088,3.857507581,Negative,0,0,oppose
255,non daily v aping has no impact on cutting down or quitting,0.18144917,0.18807676,0.18144917,4.934661155,4.224605305,4.399355372,Negative,0,0,neutral
256,"the therapeutic goods administration ( tga ) of australia has stated that , some overseas studies suggest that electronic cigarettes containing nicotine may be dangerous , delivering unreliable doses of nicotine ( above or below the stated quantity ) , or containing toxic chemicals or carcinogens , or leaking nicotine",0.18143547,0.18804744,0.18143547,3.209605113,3.007185213,3.407678863,Negative,0,0,oppose
257,"users may alter many of the devices , such as using them to administer other drugs like cannabis",0.1814475,0.18807068,0.1814475,4.735366111,4.227054016,4.501652046,Negative,0,0,neutral
258,"simon is also concerned about other chemicals delivered by electronic cigarettes , including di ethylene glycol ( a highly toxic substance ) , various nitrosamines ( powerful carcinogens ) , and other compounds suspected of being harmful to humans",0.18144956,0.18808086,0.18144956,4.080840669,3.753588133,4.146355061,Negative,0,0,oppose
259,"nine out of 10 teenagers who tried e cigarettes were already smokers , meaning the trend that the attorneys general consider a public health emergency may instead portend successful harm reduction",0.18144059,0.18805942,0.18144059,3.694765552,3.307660351,3.163290072,Negative,0,0,neutral
260,"e cigarettes appear to play a substantial role in tobacco users cessation attempts , the unc researchers said",0.18144487,0.18806772,0.18144487,3.587529133,3.156851336,3.120418416,Negative,0,0,neutral
261,"in youth , e cigarette use risks involve accidental nicotine exposure",0.18144815,0.18807366,0.18144815,2.839143826,2.678411538,2.870523769,Negative,0,0,oppose
262,the you is food and drug administration ( fda ) has not evaluated e cigarettes for safety or effectiveness,0.18144721,0.18807586,0.18144721,3.064322337,2.505510224,3.099671786,Negative,0,0,oppose
263,"awareness of e cigarettes rose from about four in 10 adults in 2010 to six in 10 adults in 2011 e cigarette use is growing rapidly , said cdc director tom frieden , md , miles per hour",0.18144177,0.18808152,0.18144177,4.063997422,3.618441633,3.605731243,Negative,0,0,neutral
264,"apart from that , nicotine exposure has long been linked to atherosclerosis , the accumulation of plaque on the artery walls",0.181449,0.18808413,0.181449,4.227958792,3.670090991,3.871913059,Negative,0,0,neutral
265,"however , given 50 of tobacco smokers will die as a direct result of their habit ( and often in a horrible way ) , it would seem to me that it 's a risk worth taking",0.18145183,0.1880812,0.18145183,4.83972945,4.34153433,4.524116068,Neutral,0,0,neutral
266,"aside from toxicity , there are also risks from e cigarette misuse or accidents such as contact with liquid nicotine , fires caused by vaporizer malfunction , and explosions as result from extended charging , unsuitable chargers , or design flaws",0.18145308,0.1880785,0.18145308,4.253788174,3.928292728,4.299851078,Negative,0,0,oppose
267,"since the main claim being used to sell e cigarettes right now is that they are safer than tobacco containing cigarettes , that is the first claim that needs to be examined",0.18144724,0.1880734,0.18144724,3.99469071,3.851807333,3.770229919,Negative,0,0,support
268,"harvey simon , md , harvard health editor , expressed concern that the nicotine amounts in e cigarettes can vary significantly",0.18144578,0.18806562,0.18144578,3.471617758,3.197074473,3.14107177,Negative,0,0,neutral
269,they enable some users to reduce or quit smoking,0.18144469,0.18807203,0.18144469,3.433087681,3.097597611,2.973280128,Negative,0,0,neutral
270,"on the other side we see e cigarette promoters making concreted , absolutist statements that e cigarettes are safe and effective aids to smoking cessation",0.18144733,0.18807802,0.18144733,3.180687271,3.356340965,3.125270677,Negative,0,0,support
271,"in addition to containing varying levels of the addictive substance nicotine , e cigarettes also contain other cancer causing chemicals , such as formaldehyde",0.18144259,0.1880564,0.18144259,4.08320573,3.731947773,4.130156037,Negative,0,0,oppose
272,the use of e cigarettes is on the rise,0.18144587,0.1880702,0.18144587,3.271881763,3.190870663,3.281259745,Neutral,0,0,support
273,many researchers agree that the sharp spike in popularity for e cigarettes is fast outpacing research on the potential dangers,0.18144725,0.18807292,0.18144725,3.055242203,3.024456275,3.269794757,Negative,0,0,oppose
274,"higher end e cigarettes allow the heat temperature to be adjusted , which can intensify the nicotine hit",0.18144673,0.18807063,0.18144673,3.757982273,3.278937827,3.45265869,Negative,0,0,neutral
275,"the surgeon general 's 2014 report found that nicotine adversely affects maternal and fetal health during pregnancy , and that exposure to nicotine during fetal development has lasting adverse consequences for brain development",0.18144383,0.18806274,0.18144383,3.417380058,3.26371494,3.66990495,Negative,0,0,oppose
276,fda has stalled for years in proceeding with proposed rules that would allow it to regulate the e cigarettes as tobacco products,0.18144399,0.18806687,0.18144399,3.153448306,2.652430581,2.529957039,Negative,0,0,neutral
277,"in august 2014 , the american heart association noted that e cigarettes could fuel and promote nicotine addiction , especially in children",0.18144464,0.18807572,0.18144464,3.626100703,3.397537617,3.649437087,Negative,0,0,oppose
278,"but according to a public health england report , scientists believe the levels of nicotine in e cigarettes are unlikely to pose any significant health risk",0.18144889,0.1880762,0.18144889,2.973221274,3.202271856,3.042292622,Negative,0,0,support
279,"e cigarette sales are projected to overtake cigarette sales in the next decade , and teen use of e cigarettes outpaces cigarette use , according to a recent survey released by the national institute on drug abuse",0.18144654,0.18807797,0.18144654,3.442616415,2.998525685,2.973080366,Negative,0,0,neutral
280,new research reveals that the chemical used to add flavor to e cigarettes is known to cause severe lung damage,0.1814453,0.18806368,0.1814453,3.295972803,3.092063986,3.488704377,Negative,0,0,oppose
281,many users think that e cigarettes are healthier than traditional cigarettes for personal use or for other people,0.18144825,0.18807387,0.18144825,4.135902996,3.870215917,4.048401434,Negative,0,0,support
282,e cigarettes were associated with fewer adverse effects than nicotine patches,0.18144625,0.18807364,0.18144625,3.786905845,3.521877413,3.753301476,Neutral,0,0,support
283,the a a php recommends electronic cigarettes as a less hazardous smoke free tobacco nicotine product,0.1814447,0.18807018,0.1814447,3.493789416,3.393790102,3.448500965,Negative,0,0,support
284,the majority of e cigarettes evaluated included carcinogenic tobacco specific nitrosamines ( tsn as ) and the carcinogen toluene,0.18144745,0.18807465,0.18144745,3.87127495,3.726125118,4.01304165,Negative,0,0,oppose
285,"e cigarette vapor can contain cancer causing formaldehyde at levels up to 15 times higher than regular cigarettes , a new study finds",0.18144786,0.18807672,0.18144786,3.735722421,3.471191318,3.794245169,Negative,0,0,oppose
