Tweet,Stance,Index,Original Tweet
"the common cold affects people worldwide , not just those who live in cold climates",NONE,34,"The common cold affects people worldwide, not just those who live in cold climates."
"considering that the average cold lasts about a week , that reduction translates to about one less day of symptoms",FAVOR,247,"Considering that the average cold lasts about a week, that reduction translates to about one less day of symptoms."
"when they looked at all seven studies together , they found no benefit from taking the vitamin",AGAINST,7,"When they looked at all seven studies together, they found no benefit from taking the vitamin."
regular high doses had a modest effect on the duration of cold symptoms,FAVOR,171,Regular high doses had a �modest� effect on the duration of cold symptoms.
"much research has been done exploring the effectiveness of vitamin see in reducing incidence , duration , and severity of the common cold and other respiratory infections",NONE,198,"Much research has been done exploring the effectiveness of vitamin C in reducing incidence, duration, and severity of the common cold and other respiratory infections."
the most recent cochrane review into vitamin see and colds found a consistent treatment benefit with a reduction in the duration of a cold as well as in the severity of the symptoms,FAVOR,259,The most recent Cochrane review into vitamin C and colds found a consistent treatment benefit with a reduction in the duration of a cold as well as in the severity of the symptoms
"companies like airborne , which sell therapeutic doses of vitamin see , have been successfully sued for false advertising , and no longer use claims that they can prevent or cure common colds",AGAINST,110,"Companies like Airborne, which sell therapeutic doses of vitamin C, have been successfully sued for false advertising, and no longer use claims that they can prevent or cure common colds."
"vitamin see also strengthens the body immune system , neutralizes free radicals , and kills viruses",FAVOR,91,"Vitamin C also strengthens the bodys immune system, neutralizes free radicals, and kills viruses."
"the authors also mentioned that , for more than 30 years vitamin see in mega dose quantities has been recognized as an effective agent against colds and flu",FAVOR,83,"The authors also mentioned that, ""For more than 30 years vitamin C in mega dose quantities has been recognized as an effective agent against colds and flu."""
"this study was designed to test pauling 's claims that ingestion of 1 , 000 mg of vitamin see daily would reduce the frequency of colds by 45 and the total days of illness by 60",NONE,129,"This study was designed to test Pauling's claims that ingestion of 1,000 mg of vitamin C daily would reduce the frequency of colds by 45% and the total days of illness by 60%."
the research thus far does not show any important benefit for the duration or severity of symptoms once a cold has started,AGAINST,52,The research thus far does not show any important benefit for the duration or severity of symptoms once a cold has started.
taking large quantities of vitamin see lessens the duration of the cold and its symptoms,FAVOR,89,Taking large quantities of vitamin C lessens the duration of the cold and its symptoms.
"but in one of the seven trials , patients took a single very high dose of the vitamin ( 8 g ) on the day their symptoms started and experienced a shorter illness compared with people who took a placebo pill",FAVOR,8,"But in one of the seven trials, patients took a single very high dose of the vitamin (8 g) on the day their symptoms started and experienced a shorter illness compared with people who took a placebo pill."
"out of all the studies , only taking a zinc supplement was found to be beneficial at preventing colds",AGAINST,13,"Out of all the studies, only taking a zinc supplement was found to be beneficial at preventing colds."
vitamin see also supports healthy immune function,NONE,59,Vitamin C also supports healthy immune function.
"if you feel a cold coming on , take too , 000 mg of vitamin see every waking hour and continue this dosage until the cold is gone",FAVOR,88,"If you feel a cold coming on, take 2,000 mg of vitamin C every waking hour and continue this dosage until the cold is gone."
"no difference in the incidence of colds was found among the groups taking no vitamin see , 250 mg , 1 , 000 mg or too , 000 mg daily",AGAINST,131,"No difference in the incidence of colds was found among the groups taking no vitamin C, 250 mg, 1,000 mg or 2,000 mg daily."
it is a dietary antioxidant and so can neutralize the effects of free radicals and support the immune system 's host defense,FAVOR,17,It is a dietary antioxidant and so can neutralise the effects of free radicals and support the immune system's host defence.
"that means that chances are still high that you may get sick during cold season , but your cold symptoms may not last as long if you eat fruits and vegetables rich in vitamin see , and exercise regularly",FAVOR,166,"That means that chances are still high that you may get sick during cold season, but your cold symptoms may not last as long if you eat fruits and vegetables rich in vitamin C, and exercise regularly."
"despite the fact that your body can self regulate vitamin see by eliminating the excess , high doses of vitamin see can overwhelm the system and potentially lead to side effects , the most common of which are stomach cramps , nausea , and diarrhea",NONE,72,"Despite the fact that your body can self-regulate vitamin C by eliminating the excess, high doses of vitamin C can overwhelm the system and potentially lead to side effects, the most common of which are stomach cramps, nausea, and diarrhea."
"however , there was a tendency for vitamin see to reduce the severity and duration of colds",FAVOR,272,"However, there was a tendency for Vitamin C to reduce the severity and duration of colds."
nor is there anything to be gained by taking vitamin supplements year round in the hope of preventing colds,AGAINST,134,Nor is there anything to be gained by taking vitamin supplements year-round in the hope of preventing colds.
the american association of family physicians says the vitamin is unlikely to shorten the duration or severity of colds,AGAINST,245,The American Association of Family Physicians says the vitamin is unlikely to shorten the duration or severity of colds.
but vitamin see seems to protect in other ways as well,NONE,228,But vitamin C seems to protect in other ways as well.
"after analyzing extensive data from 29 studies , the researchers concluded that there was no evidence that it prevented the common cold , and found only a slight amount of evidence that it reduced the duration and severity of colds",AGAINST,265,"After analyzing extensive data from 29 studies, the researchers concluded that there was no evidence that it prevented the common cold, and found only a slight amount of evidence that it reduced the duration and severity of colds."
"this study found kids living at a skiing camp in the swiss alps who took 1 , 000 milligrams of vitamin see daily had fewer colds than a placebo group who didn t",FAVOR,63,"This study found kids living at a skiing camp in the Swiss Alps who took 1,000 milligrams of vitamin C daily had fewer colds than a placebo group who didn�t."
taking vitamin see regularly as a supplement does n't prevent the number of colds ( frequency ) in adults but may help with the duration and severity once it is started,FAVOR,54,Taking vitamin C regularly as a supplement doesn't prevent the number of colds (frequency) in adults but may help with the duration and severity once it is started.
"according to a review by cochrane of 30 randomized trials involving more than 11 , 000 adults , for the general population , supplementation with vitamin see does n't reduce the incidence of colds or upper respiratory tract infections in most adults",AGAINST,107,"According to a review by Cochrane of 30 randomized trials involving more than 11,000 adults, for the general population, supplementation with vitamin C doesn't reduce the incidence of colds or upper respiratory tract infections in most adults."
taking a higher dose may decrease the duration of a cold by about half a day,FAVOR,50,Taking a higher dose may decrease the duration of a cold by about half a day.
"for people in the general population , vitamin see did n't ward off colds , the researchers also found",AGAINST,248,"For people in the general population, vitamin C didn't ward off colds, the researchers also found."
vitamin see supplements can be dangerous for people with diabetes and certain other conditions,AGAINST,174,Vitamin C supplements can be dangerous for people with diabetes and certain other conditions.
"but among people under intense physical stress such as marathon runners , skiers and soldiers exercising in the arctic those who took vitamin see supplements were about half as likely to get colds as those who did not , the researchers found",FAVOR,249,"But among people under intense physical stress � such as marathon runners, skiers and soldiers exercising in the Arctic � those who took vitamin C supplements were about half as likely to get colds as those who did not, the researchers found."
"these claims were not proven to be scientifically true , but what is known and proven is that an adequate intake of vitamin see does play a vital role in fighting infection",NONE,189,"These claims were not proven to be scientifically true, but what is known and proven is that an adequate intake of vitamin C does play a vital role in fighting infection."
drugs like ibuprofen and paracetamol were found to be useful at reducing fever and taking honey soothed a sore throat,NONE,14,Drugs like ibuprofen and paracetamol were found to be useful at reducing fever and taking honey soothed a sore throat.
"in 2010 , researchers looked at all studies and found that taking vitamin see every day did not prevent the number of colds that a person got",AGAINST,207,"In 2010, researchers looked at all studies and found that taking vitamin C every day did not prevent the number of colds that a person got."
washing hands frequently and avoiding close contact with people who are sick can help prevent the spread of germs,NONE,187,Washing hands frequently and avoiding close contact with people who are sick can help prevent the spread of germs.
"failing to get enough vitamin see causes inflammation of the gums , scaly skin , nosebleed , painful joints and other problems associated with scurvy",NONE,219,"Failing to get enough vitamin C causes inflammation of the gums, scaly skin, nosebleed, painful joints and other problems associated with scurvy."
vitamin see became popular in the seventies after nobel laureate linus pauling concluded it could prevent and alleviate colds,NONE,169,Vitamin C became popular in the Seventies after Nobel laureate Linus Pauling concluded it could prevent and alleviate colds.
"in short , vitamin see could have some modest benefit for people seeking to avoid colds , but it 's no miracle cure",FAVOR,254,"In short, vitamin C could have some modest benefit for people seeking to avoid colds, but it's no miracle cure."
"vitamin see is an antioxidant vitamin that helps protect cells against free radical damage , the destruction that happens when cells are exposed to oxygen , and essentially causes cells to rust",NONE,58,"Vitamin C is an antioxidant vitamin that helps protect cells against free radical damage, the destruction�that happens when cells are exposed to oxygen, and essentially causes cells to �rust.�"
the research evaluated a smaller number of studies ( where people had a cold and then started taking vitamin see and showed that it makes no difference for the duration ( 7 studies ) or severity of symptoms ( four studies ),AGAINST,48, The research evaluated a smaller number of studies (where people had a cold and then started taking vitamin C and showed that it makes no difference for the duration (7 studies) or severity of symptoms (four studies).
"a national institutes of health study showed that the body can only absorb a maximum of about 400 milligrams a day more than that simply washes out of the system ( the upper tolerable limit for vitamin see has been set at too , 000 milligrams per day )",NONE,235,"A National Institutes of Health study showed that the body can only absorb a maximum of about 400 milligrams a day; more than that simply washes out of the system (the upper tolerable limit for vitamin C has been set at 2,000 milligrams per day)."
"though it 's not clear how vitamin see might ward off the common cold , one possibility is that it activates white blood cells in some way , lawson said",FAVOR,252,"Though it's not clear how vitamin C might ward off the common cold, one possibility is that it activates white blood cells in some way, Lawson said."
finnish researchers have found taking drinks rich in vitamin see such such as orange juice makes no difference to couch potatoes for preventing cold,AGAINST,21,Finnish researchers have found taking drinks rich in vitamin C - such such as orange juice - makes no difference to couch potatoes for preventing cold.
studies suggest that certain subpopulations could benefit more than others from vitamin see supplementation,FAVOR,160,Studies suggest that certain subpopulations could benefit more than others from Vitamin C supplementation.
"on the other hand , vitamin see acts as a preventive measure to highly fit people in conditions of extreme cold ( results based mostly on marathon runners ) , as it was shown to cut the risk of getting a cold in half !",FAVOR,191,"On the other hand, vitamin C acts as a preventive measure to highly fit people in conditions of extreme cold (results based mostly on marathon runners), as it was shown to cut the risk of getting a cold in half!"
early studies involving school children and students found that taking vitamin see reduced the risk of catching a cold by as much as 30,FAVOR,257,Early studies involving school children and students  found that taking vitamin C reduced the risk of catching a cold by as much as 30%.
vitamin see reduces the duration and severity of the common cold with an initial mega dose of 6000 mg,FAVOR,149,Vitamin C Reduces the Duration and Severity of the Common Cold with an initial megadose of 6000mg.
"in the vitamin group , 74 had one or more colds during the study period while 82 of the placebo group had one or more colds",FAVOR,130,"In the vitamin group, 74% had one or more colds during the study period while 82% of the placebo group had one or more colds."
"the researchers compared the duration and severity of the cold symptoms in the students that received the vitamin see mega dose to students that did not , and found that there was a 85 decrease in cold symptom severity and duration following the mega dose",FAVOR,151,"The researchers compared the duration and severity of the cold symptoms in the students that received the vitamin C megadose to students that did not, and found that there was a 85% decrease in cold symptom severity and duration following the megadose."
researchers have been studying the role vitamin see plays in preventing and treating the common cold for more than 60 years,NONE,99,Researchers have been studying the role vitamin C plays in preventing and treating the common cold for more than 60 years.
the best way to prevent a cold is to take plenty of vitamin see,FAVOR,87,The best way to prevent a cold is to take plenty of vitamin C. 
"vitamin see burst into prominence back in the 1970s , when nobel prize winning scientist linus pauling claimed that high doses could stop cancer and might be the long sought cure for the common cold",FAVOR,214,"Vitamin C burst into prominence back in the 1970s, when Nobel Prize-winning scientist Linus Pauling claimed that high doses could stop cancer and might be the long-sought cure for the common cold."
one way to test whether high dosage vitamin see prevents colds is to inoculate the throats of volunteers with cold viruses,NONE,121,One way to test whether high-dosage vitamin C prevents colds is to inoculate the throats of volunteers with cold viruses.
"but an article in this month 's Parents Looking Over Shoulder medicine reviewing all of the best clinical research on this topic , suggests that the public 's enthusiasm for the vitamin may be unjustified",AGAINST,277,"But an article in this month's PLoS Medicine reviewing all of the best clinical research on this topic, suggests that the public's enthusiasm for the vitamin may be unjustified."
"taking vitamin see to ward off a cold only helps if you exercise regularly , new research suggests",FAVOR,20,"Taking vitamin C to ward off a cold only helps if you exercise regularly, new research suggests."
"over the years , vitamin see was claimed to either prevent or cure common colds",NONE,188,"Over the years, Vitamin C was claimed to either prevent or cure common colds."
"so , if you have a marathon in your future , it might be smart to increase your vitamin see intake",FAVOR,71,"So, if you have a marathon in your future, it might be smart to increase your vitamin C intake."
"while vitamin see supplementation does support the immune system in some people , once you have a cold , it will not help you get over it faster",AGAINST,106,"While vitamin C supplementation does support the immune system in some people, once you have a cold, it will not help you get over it faster."
the results have been fairly disappointing,AGAINST,270,The results have been fairly disappointing.
"another study found that vitamin see made a big difference in preventing colds among people exposed to brief periods of intense cold or extreme physical exercise ( like skiers , military personnel , and marathon runners ) , but not among the general population",AGAINST,102,"Another study found that vitamin C made a big difference in preventing colds among people exposed to brief periods of intense cold or �extreme� physical exercise (like skiers, military personnel, and marathon runners), but not among the general population."
