Tweet,Stance,Index,Original Tweet
"a recent , randomized , controlled clinical trial the kronos early estrogen prevention study ( keeps ) explored estrogen use and heart disease in younger postmenopausal women",NONE,57,"A recent, randomized, controlled clinical trial � the Kronos Early Estrogen Prevention Study (KEEPS) � explored estrogen use and heart disease in younger postmenopausal women."
researchers estimated that women who used hrt for 10 years were almost four times more likely to develop breast cancer than women who did not use hrt,AGAINST,203,Researchers estimated that women who used HRT for 10 years were almost four times more likely to develop breast cancer than women who  did not use HRT.
"most experts agree that if hrt is used on a short term basis ( no more than five years ) , the benefits usually outweigh the risks",FAVOR,160,"Most experts agree that if HRT is used on a short-term basis (no more than five years), the benefits usually outweigh the risks..."
"in a study of more than 16 , 000 women , sponsored by the national heart , lung and blood institute ( nhlbi ) , the rate of coronary heart disease among women who took hrt was 29 percent higher , compared with the women who took placebos",AGAINST,238,"In a study of more than 16,000 women, sponsored by the National Heart, Lung and Blood Institute (NHLBI), the rate of coronary heart disease among women who took HRT was 29 percent higher, compared with the women who took placebos."
"several major studies not only show that hrt increases risks for breast cancer , but also link the treatment to heart disease , stroke and blood clots",AGAINST,187,"Several major studies not only show that HRT increases risks for breast cancer, but also link the treatment to heart disease, stroke and blood clots."
"you can treat many of the symptoms of menopause with exercise and a healthy diet , instead of with hrt",AGAINST,191,"You can treat many of the symptoms of menopause with exercise and a healthy diet, instead of with HRT."
"as a result , she may experience menopausal symptoms including hot flashes and mood swings",NONE,129,"As a result, she may experience menopausal symptoms including hot flashes and mood swings."
some women are wary of hrt because it has been reported in the media that it can increase your risk of developing cancer,AGAINST,37,Some women are wary of HRT because it has been reported in the media that it can increase your risk of developing cancer.
hrt increases ovarian cancer risk by small amount,AGAINST,157,HRT increases ovarian cancer risk by small amount.
"we conclude that estrogen plus progestin does not prevent heart disease and is not beneficial overall , the researchers wrote",AGAINST,231,"""We conclude that estrogen plus progestin does not prevent heart disease and is not beneficial overall,"" the researchers wrote."
"the authors of an article on the trial 's results , published in jama , point out that the actual number of women who are on hrt , getting these illnesses was small",FAVOR,1,"The authors of an article on the trial's results, published in JAMA, point out that  the actual number of women who are on HRT, getting these illnesses was small."
"estrogen can also ease vaginal symptoms of menopause , such as dryness , itching , burning and discomfort with intercourse",FAVOR,52,"Estrogen can also ease vaginal symptoms of menopause, such as dryness, itching, burning and discomfort with intercourse."
it 's also unclear whether any reduction in the risk of bowel cancer would only last for as long as a woman is using hrt,NONE,149,It's also unclear whether any reduction in the risk of bowel cancer would only last for as long as a woman is using HRT.
hrt treats these symptoms by boosting the body with more female sex hormones,FAVOR,130,HRT treats these symptoms by boosting the body with more female sex hormones.
"a meta analysis of 52 epidemiological studies , involving a total of 21488 women with ovarian cancer , almost all from north america , europe and australia , was published in the lancet on 13 february 2015",FAVOR,151,"A meta-analysis of 52 epidemiological studies, involving a total of 21488 women with ovarian cancer, almost all from North America, Europe and Australia, was published in The Lancet on 13 February 2015 ."
"if you 've experienced the menopause and are overweight or obese , you may be more at risk of developing breast cancer",NONE,103,"If you've experienced the menopause and are overweight or obese, you may be more at risk of developing breast cancer."
"for women who did not take the drug , the cancer incidence dropped to too too per 1 , 000 over the same period",AGAINST,99,"For women who did not take the drug, the cancer incidence dropped to 2.2 per 1,000 over the same period."
"for example , one criterion assessed was whether the women had taken hrt before they had breast cancer",NONE,116,"For example, one criterion assessed was whether the women had taken HRT before they�had breast cancer."
"prof sir richard peto , co author , said for women who take hrt for five years from around age 50 , there will be about one extra ovarian cancer for every 1 , 000 users and one extra ovarian cancer death for every 1 , 700 users",AGAINST,87,"Prof Sir Richard Peto, co-author, said: ""For women who take HRT for five years from around age 50, there will be about one extra ovarian cancer for every 1,000 users and one extra ovarian cancer death for every 1,700 users."""
the study enrolled more than 1 million women ages 50 to 64,NONE,202,The study enrolled more than 1 million women ages 50 to 64.
lead researcher sir richard peto said claims that there was no risk for short courses of hrt simply is n't true,AGAINST,74,"Lead researcher Sir Richard Peto said  ""claims that there was no risk for short courses of HRT simply isn't true""."
"it was eye catching news in 2002 when researchers called a halt to a major government run study of a hormone therapy used by millions of older women , after they found that long term use of estrogen and progestin raised the risk of heart disease , stroke , blood clots , and invasive breast cancer",AGAINST,214,"It was eye-catching news in 2002 when researchers called a halt to a major government-run study of a hormone therapy used by millions of older women, after they found that long-term use of estrogen and progestin raised the risk of heart disease, stroke, blood clots, and invasive breast cancer."
a follow up of the women in the women is health initiative trial three years after all study participants stopped taking either the hrt or placebo treatments demonstrated increases in invasive cancers of all sorts ( grouped together ) in women who had been in the hrt arm of the trial,AGAINST,210,A follow-up of the women in the Women�s Health Initiative trial three years after all study participants stopped taking either the HRT or placebo treatments demonstrated increases in invasive cancers of all sorts (grouped together) in women who had been in the HRT arm of the trial.
"in women who have an intact uterus , giving unopposed estrogen without progesterone can cause overgrowth of the lining of the uterus ( the endometrium ) , which increases the risk of endometrial cancer",AGAINST,121,"In women who have an intact uterus, giving �unopposed� oestrogen without progesterone can cause overgrowth of the lining of the uterus (the endometrium), which increases the risk of endometrial cancer."
"the whi study did find a few benefits from the hrt regimen , including a 37 percent reduction in the rate of colorectal cancer , one third fewer hip fractures , and a 24 percent reduction in total fractures",FAVOR,245,"The WHI study did find a few benefits from the HRT regimen, including a 37 percent reduction in the rate of colorectal cancer, one-third fewer hip fractures, and a 24 percent reduction in total fractures."
"getting hrt may be inadvisable if you have a personal or family history of breast cancer or if you 've ever had uterine cancer , liver disease , a blood clot , heart disease , high blood pressure , a heart attack , or a stroke",AGAINST,20,"Getting HRT may be inadvisable if you have a personal or family history of breast cancer or if you've ever had uterine cancer, liver disease, a blood clot, heart disease, high blood pressure, a heart attack, or a stroke."
there is a long established link between lifetime exposure to steroid hormones such as hrt and breast cancer,AGAINST,188,There is a long established link between lifetime exposure to steroid hormones such as HRT and breast cancer.
"for women who reach menopause prematurely , the protective benefits of hormone therapy usually outweigh the risks",FAVOR,71,"For women who reach menopause prematurely, the protective benefits of hormone therapy usually outweigh the risks."
"both combined hrt and estrogen only hrt can increase your risk of developing breast cancer , although the risk is slightly higher if you take combined hrt",AGAINST,106,"Both combined HRT and oestrogen-only HRT can increase your risk of developing breast cancer, although the risk is slightly higher if you take combined HRT."
"for women with moderate to severe or disabling symptoms of menopause , taking hormones for short term use may make sense",FAVOR,14,"For women with moderate to severe or disabling symptoms of menopause, taking hormones for short-term use may make sense."
"current hrt guidelines from the world health organization , the us and europe do not mention ovarian cancer , whilst uk guidelines state only that the risk might be increased with long term use",AGAINST,92,"Current HRT guidelines from the World Health Organisation, the US and Europe do not mention ovarian cancer, whilst UK guidelines state only that the risk might be increased with long-term use."
"hrt may also increase risk of blood clots , heart attack , and stroke",AGAINST,179,"HRT may also increase risk of blood clots, heart attack, and stroke."
"in the same way , not having children , or having children later in life , may slightly increase your risk of developing breast cancer because your exposure to estrogen is uninterrupted by pregnancy",NONE,102,"In the same way, not having children, or having children later in life, may slightly increase your risk of developing breast cancer because your exposure to oestrogen is uninterrupted by pregnancy."
